,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Date
9876,77388,Male,Loyal Customer,37,Business travel,Business,190,4,4,4,4,4,1,1,4,4,4,4,4,4,1,0,0.0,satisfied,4/7/2024
9877,61372,Female,Loyal Customer,46,Business travel,Business,679,5,5,2,5,4,5,5,4,4,4,4,3,4,3,15,16.0,satisfied,10/2/2026
9878,128710,Male,Loyal Customer,30,Business travel,Business,1464,3,5,4,5,3,3,3,3,2,5,4,4,3,3,0,0.0,neutral or dissatisfied,8/7/2024
9879,11330,Male,Loyal Customer,8,Personal Travel,Eco,517,1,2,1,4,3,1,3,3,2,3,3,3,4,3,27,19.0,neutral or dissatisfied,12/8/2024
9880,81936,Male,Loyal Customer,41,Business travel,Business,1589,3,3,3,3,3,5,4,4,4,4,4,5,4,4,0,0.0,satisfied,5/24/2025
9881,41234,Male,Loyal Customer,36,Personal Travel,Eco,744,1,4,1,1,5,1,5,5,3,2,5,5,4,5,14,8.0,neutral or dissatisfied,8/16/2026
9882,106851,Female,Loyal Customer,13,Personal Travel,Eco,1733,3,4,4,3,1,4,1,1,5,2,4,5,5,1,9,12.0,neutral or dissatisfied,7/26/2025
9883,10579,Female,Loyal Customer,46,Business travel,Business,3584,1,1,1,1,4,5,5,4,4,5,4,5,4,3,0,0.0,satisfied,6/24/2025
9884,89056,Female,disloyal Customer,37,Business travel,Business,1947,1,1,1,3,1,1,1,1,3,4,4,3,4,1,0,7.0,neutral or dissatisfied,4/17/2026
9885,56689,Female,Loyal Customer,57,Personal Travel,Eco,1068,2,2,2,1,4,2,1,2,2,2,2,2,2,4,0,0.0,neutral or dissatisfied,8/12/2025
9886,70696,Male,Loyal Customer,51,Business travel,Eco Plus,447,3,2,5,2,3,3,3,3,4,1,2,5,3,3,0,1.0,satisfied,10/4/2024
9887,96433,Female,Loyal Customer,49,Business travel,Business,2956,2,2,2,2,2,4,5,4,4,4,4,4,4,3,1,0.0,satisfied,1/3/2024
9888,41312,Female,Loyal Customer,24,Business travel,Business,802,3,2,3,3,3,3,3,3,2,1,4,4,3,3,0,0.0,neutral or dissatisfied,11/25/2025
9889,9984,Male,Loyal Customer,12,Personal Travel,Eco,508,2,5,2,4,2,2,2,2,4,4,5,5,4,2,0,0.0,neutral or dissatisfied,6/2/2024
9890,78723,Female,Loyal Customer,42,Business travel,Business,3502,1,1,1,1,5,4,5,5,5,5,5,4,5,3,0,0.0,satisfied,1/22/2025
9891,58660,Male,Loyal Customer,59,Personal Travel,Eco,867,3,3,3,2,3,3,3,3,1,5,4,4,1,3,16,41.0,neutral or dissatisfied,9/18/2026
9892,74429,Male,Loyal Customer,49,Business travel,Business,1438,1,1,1,1,5,4,4,2,2,2,2,5,2,5,0,0.0,satisfied,2/22/2024
9893,53893,Female,disloyal Customer,69,Personal Travel,Eco,191,3,4,3,4,4,3,4,4,4,3,5,5,4,4,0,0.0,neutral or dissatisfied,12/22/2025
9894,22459,Female,Loyal Customer,38,Personal Travel,Eco,143,4,1,4,2,5,4,5,5,4,2,3,2,3,5,0,0.0,neutral or dissatisfied,6/5/2024
9895,59194,Male,Loyal Customer,53,Business travel,Business,1440,1,1,1,1,2,4,5,4,4,4,4,5,4,4,40,33.0,satisfied,4/1/2026
9896,20280,Female,Loyal Customer,56,Personal Travel,Eco,235,2,5,2,1,3,5,2,5,5,2,5,4,5,5,0,0.0,neutral or dissatisfied,6/12/2024
9897,85839,Female,Loyal Customer,10,Personal Travel,Eco,526,3,4,3,4,1,3,1,1,5,4,5,5,4,1,0,0.0,neutral or dissatisfied,8/4/2024
9898,43126,Female,Loyal Customer,28,Business travel,Eco Plus,236,0,0,0,3,3,3,3,3,3,4,2,1,1,3,0,0.0,satisfied,7/15/2024
9899,58387,Male,disloyal Customer,25,Business travel,Business,733,5,0,5,5,2,5,4,2,3,3,4,4,5,2,14,6.0,satisfied,6/25/2026
9900,79877,Male,disloyal Customer,25,Business travel,Eco,1096,3,4,4,3,3,4,5,3,4,5,4,3,4,3,0,0.0,neutral or dissatisfied,10/22/2024
9901,13673,Female,Loyal Customer,10,Personal Travel,Eco,462,3,1,3,2,3,5,5,1,4,2,3,5,1,5,170,162.0,neutral or dissatisfied,1/15/2024
9902,56176,Female,disloyal Customer,22,Business travel,Eco,1400,2,2,2,2,4,2,4,4,5,2,3,4,5,4,0,0.0,neutral or dissatisfied,5/6/2024
9903,91048,Female,Loyal Customer,58,Personal Travel,Eco,594,3,2,3,3,5,3,4,1,1,3,1,1,1,1,1,0.0,neutral or dissatisfied,12/15/2024
9904,127489,Female,Loyal Customer,21,Personal Travel,Eco,2075,2,5,2,3,4,2,4,4,1,4,5,2,3,4,0,0.0,neutral or dissatisfied,4/3/2026
9905,91962,Male,Loyal Customer,16,Personal Travel,Eco,2586,3,2,3,3,5,3,5,5,3,3,2,1,2,5,0,0.0,neutral or dissatisfied,5/1/2024
9906,21974,Female,Loyal Customer,66,Personal Travel,Eco,500,2,5,2,4,2,5,4,4,4,2,4,3,4,3,0,0.0,neutral or dissatisfied,8/13/2024
9907,41907,Male,Loyal Customer,48,Business travel,Business,129,0,4,0,1,3,3,4,2,2,2,2,2,2,4,0,1.0,satisfied,9/26/2024
9908,127227,Male,Loyal Customer,56,Business travel,Eco,1460,2,5,5,5,3,2,3,3,2,5,4,2,3,3,0,0.0,neutral or dissatisfied,4/3/2026
9909,101840,Female,Loyal Customer,45,Business travel,Eco Plus,1521,2,3,3,3,1,2,3,2,2,2,2,3,2,3,0,7.0,neutral or dissatisfied,3/20/2024
9910,32116,Male,disloyal Customer,21,Business travel,Eco,101,1,3,1,4,4,1,4,4,4,3,2,4,3,4,0,0.0,neutral or dissatisfied,2/14/2026
9911,11172,Male,Loyal Customer,69,Personal Travel,Eco,201,3,3,0,4,2,0,2,2,2,2,1,2,3,2,0,0.0,neutral or dissatisfied,2/13/2025
9912,65006,Male,disloyal Customer,72,Business travel,Eco,190,4,0,4,1,2,4,2,2,3,4,4,2,3,2,0,0.0,satisfied,5/4/2026
9913,26080,Female,Loyal Customer,40,Business travel,Eco,591,5,1,1,1,5,5,5,5,1,3,4,3,1,5,3,11.0,satisfied,7/11/2025
9914,49079,Male,disloyal Customer,25,Business travel,Eco,308,4,5,4,3,3,4,5,3,3,3,1,3,3,3,6,2.0,neutral or dissatisfied,2/13/2024
9915,83342,Male,Loyal Customer,35,Business travel,Business,187,2,5,5,5,4,4,4,2,2,2,2,1,2,4,0,0.0,neutral or dissatisfied,5/23/2026
9916,50572,Female,Loyal Customer,25,Personal Travel,Eco,109,0,3,0,4,5,0,5,5,4,2,1,2,5,5,0,0.0,satisfied,4/19/2024
9917,85310,Female,Loyal Customer,12,Personal Travel,Eco,731,4,1,4,3,3,4,3,3,4,4,3,3,4,3,0,0.0,neutral or dissatisfied,5/23/2024
9918,5363,Female,Loyal Customer,40,Business travel,Business,3313,5,5,5,5,5,5,4,5,5,5,5,4,5,3,0,0.0,satisfied,1/6/2025
9919,101820,Male,Loyal Customer,66,Business travel,Business,1121,3,1,1,1,1,3,3,3,3,3,3,3,3,1,27,9.0,neutral or dissatisfied,9/1/2026
9920,7317,Male,Loyal Customer,40,Personal Travel,Eco Plus,130,1,4,1,2,2,1,2,2,4,3,3,3,5,2,1,9.0,neutral or dissatisfied,8/19/2025
9921,96293,Male,Loyal Customer,15,Personal Travel,Eco,546,2,5,3,4,1,3,1,1,5,3,4,4,1,1,13,9.0,neutral or dissatisfied,7/17/2025
9922,69965,Female,Loyal Customer,50,Business travel,Business,2770,1,4,1,1,3,5,4,4,4,4,4,4,4,4,47,42.0,satisfied,10/22/2026
9923,101014,Male,disloyal Customer,23,Business travel,Eco,806,1,2,2,2,2,2,2,2,2,1,2,4,3,2,7,0.0,neutral or dissatisfied,1/22/2024
9924,115432,Male,Loyal Customer,38,Business travel,Business,3834,4,4,4,4,5,5,4,4,4,4,4,4,4,4,16,13.0,satisfied,9/4/2024
9925,20915,Female,Loyal Customer,30,Business travel,Business,3639,5,5,5,5,2,2,2,2,2,2,2,5,5,2,0,0.0,satisfied,3/7/2026
9926,122487,Female,Loyal Customer,61,Personal Travel,Eco,575,1,4,1,2,2,4,5,5,5,1,1,5,5,4,23,16.0,neutral or dissatisfied,1/16/2024
9927,64734,Male,Loyal Customer,78,Business travel,Business,2703,3,4,4,4,1,4,4,3,3,3,3,2,3,3,5,0.0,neutral or dissatisfied,2/13/2025
9928,96712,Female,Loyal Customer,51,Business travel,Eco,696,4,2,2,2,2,3,3,3,3,4,3,4,3,1,11,0.0,neutral or dissatisfied,1/15/2024
9929,116041,Male,Loyal Customer,69,Personal Travel,Eco,373,2,0,2,1,3,2,3,3,3,2,5,4,4,3,57,48.0,neutral or dissatisfied,11/9/2025
9930,119114,Male,Loyal Customer,43,Personal Travel,Eco,1107,4,0,5,5,2,5,2,2,3,5,4,4,4,2,0,0.0,neutral or dissatisfied,1/28/2026
9931,57136,Male,Loyal Customer,49,Personal Travel,Eco,1222,2,4,2,4,5,2,3,5,2,1,3,1,4,5,0,0.0,neutral or dissatisfied,11/28/2026
9932,16948,Female,Loyal Customer,41,Business travel,Eco Plus,820,2,4,4,4,4,2,1,2,2,2,2,1,2,4,0,0.0,satisfied,8/20/2026
9933,103433,Female,Loyal Customer,35,Personal Travel,Eco,237,3,5,0,4,5,0,5,5,3,2,5,4,4,5,14,14.0,neutral or dissatisfied,7/21/2025
9934,75969,Male,Loyal Customer,33,Business travel,Eco,297,2,4,2,4,2,2,2,2,2,3,3,3,3,2,8,44.0,neutral or dissatisfied,4/5/2024
9935,111725,Female,disloyal Customer,28,Business travel,Business,541,2,2,2,3,2,4,4,4,3,4,5,4,4,4,138,113.0,neutral or dissatisfied,2/22/2026
9936,73026,Female,Loyal Customer,48,Personal Travel,Eco,944,4,3,5,2,2,3,3,3,3,5,2,5,3,3,0,0.0,neutral or dissatisfied,2/27/2026
9937,15727,Female,Loyal Customer,7,Personal Travel,Eco,192,3,4,3,2,2,3,2,2,5,2,4,4,5,2,4,0.0,neutral or dissatisfied,1/22/2025
9938,26329,Male,Loyal Customer,22,Personal Travel,Business,873,2,1,2,3,3,2,3,3,3,3,4,2,3,3,3,0.0,neutral or dissatisfied,9/24/2026
9939,58984,Male,Loyal Customer,45,Business travel,Business,1846,2,2,2,2,3,3,5,4,4,4,4,4,4,3,1,0.0,satisfied,7/24/2026
9940,37384,Female,Loyal Customer,33,Business travel,Business,3737,3,3,3,3,3,3,2,5,5,5,5,2,5,1,0,0.0,satisfied,6/17/2026
9941,104941,Female,Loyal Customer,28,Business travel,Business,1541,1,1,1,1,4,4,4,4,3,3,4,3,5,4,9,3.0,satisfied,6/22/2025
9942,19524,Female,disloyal Customer,25,Business travel,Business,160,3,5,4,3,2,4,3,2,5,2,4,3,5,2,0,0.0,neutral or dissatisfied,2/28/2025
9943,116335,Male,Loyal Customer,46,Personal Travel,Eco,446,3,3,4,1,2,4,2,2,3,4,3,5,2,2,81,72.0,neutral or dissatisfied,9/2/2024
9944,74139,Female,Loyal Customer,51,Business travel,Business,1975,1,1,1,1,4,1,2,1,1,1,1,1,1,2,0,0.0,neutral or dissatisfied,8/10/2025
9945,40989,Male,Loyal Customer,67,Business travel,Business,3463,5,5,5,5,4,3,5,4,4,4,4,5,4,2,24,28.0,satisfied,12/12/2024
9946,72408,Male,disloyal Customer,29,Business travel,Business,985,3,3,3,3,4,3,4,4,5,3,5,5,5,4,2,0.0,neutral or dissatisfied,12/22/2025
9947,62791,Female,Loyal Customer,63,Personal Travel,Eco,2338,5,2,5,4,5,3,3,5,5,5,5,3,5,4,11,0.0,satisfied,7/21/2024
9948,40086,Male,Loyal Customer,20,Business travel,Eco Plus,493,2,4,4,4,2,2,1,2,4,4,2,3,2,2,0,0.0,neutral or dissatisfied,10/10/2026
9949,107544,Female,Loyal Customer,57,Business travel,Business,1521,1,1,3,1,2,4,5,2,2,2,2,5,2,5,0,0.0,satisfied,2/3/2025
9950,82681,Male,disloyal Customer,49,Business travel,Business,632,1,1,1,2,4,1,4,4,5,4,4,4,5,4,0,0.0,neutral or dissatisfied,1/19/2025
9951,48469,Male,Loyal Customer,48,Business travel,Business,3495,2,2,3,2,5,1,3,5,5,5,5,3,5,5,0,0.0,satisfied,2/27/2024
9952,110489,Male,Loyal Customer,33,Personal Travel,Eco,925,3,5,3,2,3,3,3,3,3,4,5,4,5,3,0,16.0,neutral or dissatisfied,7/15/2025
9953,80921,Female,Loyal Customer,60,Business travel,Business,2645,5,5,5,5,2,5,5,4,4,4,4,5,4,4,0,1.0,satisfied,8/5/2024
9954,121920,Female,Loyal Customer,70,Personal Travel,Eco,449,1,4,3,2,2,4,5,2,2,3,2,4,2,4,0,0.0,neutral or dissatisfied,10/1/2026
9955,101582,Female,Loyal Customer,49,Business travel,Business,1099,4,4,4,4,2,4,4,2,2,2,2,4,2,4,102,101.0,satisfied,11/28/2026
9956,9954,Female,disloyal Customer,38,Business travel,Business,357,2,3,3,4,2,3,2,2,3,3,5,3,4,2,0,0.0,neutral or dissatisfied,7/8/2024
9957,57493,Male,Loyal Customer,42,Business travel,Business,1868,2,2,2,2,4,4,4,4,4,4,4,3,4,5,7,0.0,satisfied,2/25/2024
9958,69499,Female,Loyal Customer,42,Personal Travel,Eco Plus,1096,3,2,3,2,1,1,2,3,3,3,3,1,3,1,0,2.0,neutral or dissatisfied,6/17/2025
9959,121283,Female,Loyal Customer,18,Personal Travel,Eco Plus,2075,2,3,2,3,5,2,1,5,2,2,3,3,3,5,0,10.0,neutral or dissatisfied,7/15/2025
9960,129037,Male,Loyal Customer,69,Personal Travel,Business,1744,2,2,2,4,1,2,4,2,2,2,2,1,2,3,0,0.0,neutral or dissatisfied,6/18/2025
9961,12764,Female,Loyal Customer,61,Personal Travel,Eco,851,2,4,2,3,4,4,4,2,2,2,2,4,2,5,0,0.0,neutral or dissatisfied,2/18/2024
9962,7109,Male,Loyal Customer,65,Personal Travel,Eco,157,3,5,3,5,3,3,3,3,4,5,4,4,4,3,0,5.0,neutral or dissatisfied,11/11/2026
9963,63767,Male,Loyal Customer,35,Business travel,Business,1721,2,2,2,2,5,3,5,4,4,4,4,3,4,3,0,0.0,satisfied,6/24/2026
9964,50757,Male,Loyal Customer,14,Personal Travel,Eco,158,2,4,2,1,2,2,2,2,3,2,4,1,5,2,0,4.0,neutral or dissatisfied,9/7/2026
9965,122978,Male,Loyal Customer,60,Business travel,Business,3517,5,5,5,5,3,5,4,5,5,5,5,3,5,5,0,0.0,satisfied,9/27/2026
9966,86412,Female,disloyal Customer,26,Business travel,Business,853,0,0,0,2,2,2,2,2,4,5,4,5,5,2,0,0.0,satisfied,10/8/2024
9967,42224,Male,Loyal Customer,36,Business travel,Eco,550,4,4,4,4,4,4,4,4,2,5,1,2,2,4,0,0.0,satisfied,3/13/2025
9968,57371,Female,Loyal Customer,33,Personal Travel,Eco,236,1,1,1,1,1,1,2,1,2,4,1,2,2,1,0,0.0,neutral or dissatisfied,7/16/2026
9969,70847,Female,Loyal Customer,23,Business travel,Business,2505,2,5,5,5,2,2,2,2,3,5,4,1,4,2,0,0.0,neutral or dissatisfied,7/7/2025
9970,5732,Male,Loyal Customer,23,Personal Travel,Eco Plus,234,4,5,4,3,1,4,1,1,5,3,3,1,2,1,1,20.0,neutral or dissatisfied,6/21/2025
9971,82029,Male,Loyal Customer,57,Personal Travel,Eco,1454,3,4,3,1,2,3,1,2,4,4,4,3,5,2,0,0.0,neutral or dissatisfied,8/28/2024
9972,7720,Female,Loyal Customer,59,Business travel,Business,3490,2,2,2,2,4,4,4,5,5,5,5,3,5,3,0,3.0,satisfied,2/15/2026
9973,54558,Male,Loyal Customer,50,Personal Travel,Eco,925,0,5,0,5,2,0,2,2,5,4,4,4,5,2,0,0.0,satisfied,6/14/2026
9974,35219,Female,Loyal Customer,23,Business travel,Business,1005,2,2,2,2,5,5,5,5,4,3,3,4,3,5,0,19.0,satisfied,11/6/2026
9975,34839,Female,Loyal Customer,24,Personal Travel,Eco Plus,264,2,5,2,2,2,2,2,2,4,2,1,5,2,2,15,9.0,neutral or dissatisfied,4/13/2024
9976,7850,Female,disloyal Customer,30,Business travel,Eco,1005,2,2,2,2,2,2,2,2,1,5,2,4,3,2,0,0.0,neutral or dissatisfied,6/1/2025
9977,15066,Female,Loyal Customer,52,Personal Travel,Eco,576,4,4,4,3,5,4,5,5,5,4,5,3,5,3,0,0.0,neutral or dissatisfied,3/16/2026
9978,44116,Male,Loyal Customer,35,Personal Travel,Business,74,2,5,0,2,2,4,4,3,3,0,2,4,3,3,12,36.0,neutral or dissatisfied,7/27/2025
9979,69141,Female,Loyal Customer,58,Business travel,Business,2248,3,3,3,3,4,4,4,2,2,2,2,5,2,4,0,0.0,satisfied,10/2/2026
9980,120390,Female,Loyal Customer,43,Business travel,Business,366,1,1,1,1,3,5,4,5,5,5,5,5,5,4,0,0.0,satisfied,3/9/2026
9981,84076,Male,Loyal Customer,40,Business travel,Eco,773,3,3,3,3,3,3,3,1,4,3,4,3,2,3,137,131.0,neutral or dissatisfied,4/9/2025
9982,81864,Female,Loyal Customer,62,Personal Travel,Eco Plus,1310,3,4,3,4,5,5,4,3,3,3,3,5,3,5,62,44.0,neutral or dissatisfied,9/19/2025
9983,27494,Female,Loyal Customer,52,Business travel,Eco,578,5,4,4,4,4,4,3,5,5,5,5,1,5,3,0,1.0,satisfied,6/19/2024
9984,108150,Female,Loyal Customer,45,Personal Travel,Eco,997,2,3,3,2,2,5,4,4,4,3,4,1,4,5,6,12.0,neutral or dissatisfied,9/12/2025
9985,48161,Male,Loyal Customer,18,Business travel,Business,391,2,2,2,2,4,4,4,4,4,2,4,2,1,4,0,0.0,satisfied,7/14/2024
9986,7710,Female,Loyal Customer,52,Business travel,Eco Plus,604,3,1,1,1,2,4,3,3,3,3,3,2,3,1,0,0.0,neutral or dissatisfied,11/10/2024
9987,8725,Female,Loyal Customer,9,Personal Travel,Eco,227,2,1,2,3,4,2,4,4,1,4,3,3,2,4,13,34.0,neutral or dissatisfied,10/19/2025
9988,129621,Male,Loyal Customer,39,Business travel,Business,337,1,1,1,1,5,5,4,5,5,5,5,4,5,3,4,0.0,satisfied,9/10/2024
9989,110195,Female,disloyal Customer,26,Business travel,Business,869,3,3,3,5,1,3,1,1,4,3,4,5,5,1,0,0.0,neutral or dissatisfied,1/2/2025
9990,60343,Female,Loyal Customer,20,Business travel,Business,2585,2,2,2,2,2,2,2,2,1,1,3,4,3,2,0,0.0,neutral or dissatisfied,5/25/2024
9991,114447,Male,Loyal Customer,41,Business travel,Business,1787,3,3,3,3,3,4,4,4,4,4,4,5,4,5,7,1.0,satisfied,1/22/2026
9992,13425,Male,Loyal Customer,40,Business travel,Business,1670,4,3,3,3,5,3,3,4,4,4,4,4,4,3,0,12.0,neutral or dissatisfied,6/4/2025
9993,51588,Male,disloyal Customer,44,Business travel,Eco,370,2,4,2,5,4,2,4,4,5,5,4,2,5,4,0,0.0,neutral or dissatisfied,11/6/2026
9994,14970,Female,Loyal Customer,42,Business travel,Eco,927,5,3,3,3,4,3,2,5,5,5,5,1,5,4,48,84.0,satisfied,6/28/2026
9995,53434,Female,Loyal Customer,20,Business travel,Business,2288,4,4,4,4,5,4,5,5,3,5,5,2,2,5,0,0.0,satisfied,10/13/2024
9996,55197,Female,Loyal Customer,19,Personal Travel,Eco Plus,1635,2,5,2,3,1,2,1,1,5,2,3,5,5,1,0,27.0,neutral or dissatisfied,4/1/2026
9997,42997,Female,Loyal Customer,52,Business travel,Business,192,1,1,1,1,3,1,3,2,5,3,4,3,3,3,131,120.0,neutral or dissatisfied,1/24/2025
9998,27031,Male,Loyal Customer,46,Business travel,Eco Plus,867,3,4,4,4,3,3,3,3,4,2,4,5,5,3,6,9.0,satisfied,1/7/2026
9999,75613,Male,Loyal Customer,67,Personal Travel,Eco,337,2,4,2,3,1,2,1,1,5,3,5,3,5,1,0,0.0,neutral or dissatisfied,8/13/2026
10000,75917,Female,Loyal Customer,56,Business travel,Business,3189,4,4,4,4,2,4,4,5,5,5,5,3,5,3,42,37.0,satisfied,10/1/2025
10001,4145,Male,disloyal Customer,44,Business travel,Eco,427,3,3,3,3,4,3,4,4,2,1,3,4,3,4,32,36.0,neutral or dissatisfied,2/13/2026
10002,88212,Male,Loyal Customer,39,Business travel,Business,581,1,1,1,1,2,5,5,5,5,5,5,5,5,4,0,0.0,satisfied,8/10/2026
10003,74832,Female,Loyal Customer,40,Business travel,Business,1797,5,5,5,5,2,4,5,2,2,2,2,4,2,4,0,0.0,satisfied,3/15/2026
10004,127419,Female,Loyal Customer,36,Personal Travel,Eco,868,3,1,3,3,2,3,2,2,2,5,3,1,4,2,0,0.0,neutral or dissatisfied,9/19/2026
10005,87262,Female,Loyal Customer,35,Business travel,Eco,577,3,3,3,3,3,3,3,3,2,2,3,4,4,3,26,12.0,neutral or dissatisfied,6/15/2024
10006,37769,Female,Loyal Customer,25,Business travel,Eco Plus,1056,4,4,4,4,4,4,4,4,1,5,5,3,3,4,0,0.0,satisfied,11/21/2024
10007,106736,Female,Loyal Customer,59,Business travel,Business,829,5,5,5,5,5,4,5,5,5,5,5,4,5,3,34,26.0,satisfied,6/5/2025
10008,91736,Male,Loyal Customer,9,Business travel,Business,590,4,1,1,1,4,4,4,4,3,1,3,3,3,4,0,0.0,neutral or dissatisfied,4/5/2025
10009,97258,Female,Loyal Customer,57,Personal Travel,Eco,296,5,4,5,3,5,5,5,4,4,5,4,3,4,3,1,2.0,satisfied,9/25/2025
10010,93246,Female,Loyal Customer,65,Personal Travel,Eco,689,3,4,3,1,3,5,5,4,4,3,4,4,4,3,20,10.0,neutral or dissatisfied,10/26/2026
10011,60681,Female,Loyal Customer,45,Business travel,Business,1605,1,1,1,1,5,4,4,5,5,5,5,4,5,5,0,0.0,satisfied,1/15/2024
10012,32122,Female,Loyal Customer,33,Business travel,Business,2204,4,4,4,4,3,2,5,5,5,5,5,3,5,2,0,0.0,satisfied,1/26/2024
10013,104744,Male,disloyal Customer,28,Business travel,Eco,1342,3,3,3,4,2,3,2,2,2,2,4,2,4,2,110,83.0,neutral or dissatisfied,5/1/2024
10014,123668,Male,disloyal Customer,38,Business travel,Business,214,3,3,3,1,3,3,3,3,5,2,5,3,5,3,10,32.0,neutral or dissatisfied,3/19/2026
10015,35642,Female,Loyal Customer,46,Business travel,Business,2521,3,4,4,4,3,3,3,4,5,3,2,3,1,3,0,36.0,neutral or dissatisfied,10/26/2025
10016,31917,Male,disloyal Customer,22,Business travel,Eco,163,1,4,1,3,4,1,5,4,2,4,3,1,4,4,0,0.0,neutral or dissatisfied,5/8/2024
10017,47857,Male,Loyal Customer,60,Business travel,Eco,726,5,2,1,2,5,5,5,5,3,1,4,5,3,5,0,0.0,satisfied,5/13/2025
10018,1487,Female,Loyal Customer,66,Business travel,Business,2124,4,4,4,4,2,4,4,5,5,5,5,4,5,3,0,3.0,satisfied,3/27/2024
10019,126367,Male,Loyal Customer,62,Personal Travel,Eco,328,3,2,3,4,3,3,2,3,4,2,3,4,3,3,0,11.0,neutral or dissatisfied,10/28/2025
10020,17668,Male,disloyal Customer,58,Business travel,Business,282,3,3,3,5,5,3,5,5,3,2,5,5,5,5,29,15.0,neutral or dissatisfied,1/19/2025
10021,84527,Male,Loyal Customer,51,Business travel,Business,2486,1,1,1,1,5,5,4,4,4,4,4,3,4,5,0,0.0,satisfied,9/27/2026
10022,10353,Female,Loyal Customer,30,Business travel,Business,216,3,3,3,3,5,5,5,5,4,3,4,4,5,5,0,0.0,satisfied,7/13/2025
10023,115489,Female,Loyal Customer,53,Business travel,Business,2419,4,5,5,5,4,3,3,4,4,4,4,4,4,2,0,0.0,neutral or dissatisfied,7/2/2026
10024,101061,Male,Loyal Customer,45,Business travel,Business,1631,2,2,5,2,2,5,4,5,5,5,5,4,5,5,0,0.0,satisfied,10/9/2026
10025,126624,Male,Loyal Customer,33,Business travel,Business,3623,4,4,4,4,5,5,5,5,5,2,4,3,5,5,0,0.0,satisfied,8/24/2026
10026,56816,Female,Loyal Customer,29,Business travel,Business,1605,5,5,5,5,4,4,4,4,4,5,5,5,4,4,4,0.0,satisfied,10/23/2025
10027,56907,Female,Loyal Customer,42,Business travel,Business,2454,1,1,2,1,5,5,5,4,3,3,5,5,5,5,8,0.0,satisfied,3/19/2025
10028,16454,Male,Loyal Customer,38,Personal Travel,Eco,529,2,3,3,4,5,3,3,5,1,1,4,3,5,5,0,0.0,neutral or dissatisfied,8/9/2024
10029,98191,Male,Loyal Customer,33,Business travel,Business,327,3,1,3,3,3,3,3,3,3,3,3,2,4,3,40,26.0,neutral or dissatisfied,11/24/2026
10030,47513,Male,Loyal Customer,22,Personal Travel,Eco,558,4,3,4,4,4,4,4,4,2,4,4,1,4,4,0,9.0,neutral or dissatisfied,8/17/2026
10031,61657,Female,disloyal Customer,26,Business travel,Business,1379,2,5,2,3,4,2,4,4,4,2,4,5,5,4,0,0.0,neutral or dissatisfied,6/7/2024
10032,107070,Female,Loyal Customer,28,Personal Travel,Eco,395,1,1,1,4,5,1,5,5,2,1,3,3,4,5,3,0.0,neutral or dissatisfied,12/16/2026
10033,96882,Male,Loyal Customer,56,Personal Travel,Eco,994,3,5,3,3,1,3,1,1,5,3,3,1,2,1,9,0.0,neutral or dissatisfied,10/4/2024
10034,120713,Male,Loyal Customer,41,Business travel,Eco Plus,280,2,1,4,1,3,2,3,3,4,5,4,4,4,3,17,6.0,neutral or dissatisfied,3/5/2026
10035,43177,Male,Loyal Customer,63,Business travel,Eco,282,5,4,4,4,5,5,5,5,5,2,5,3,2,5,0,13.0,satisfied,10/15/2025
10036,92968,Male,Loyal Customer,15,Personal Travel,Eco,1694,3,5,3,2,2,3,2,2,5,1,3,2,3,2,0,0.0,neutral or dissatisfied,5/10/2024
10037,103474,Female,disloyal Customer,28,Business travel,Business,440,3,3,3,2,1,3,1,1,5,4,5,5,4,1,59,41.0,neutral or dissatisfied,2/6/2026
10038,98479,Male,Loyal Customer,52,Business travel,Business,1900,3,2,5,2,3,4,3,3,3,3,3,4,3,2,0,5.0,neutral or dissatisfied,4/2/2024
10039,112777,Female,Loyal Customer,36,Personal Travel,Eco,590,4,5,4,2,5,4,5,5,5,5,5,5,5,5,0,0.0,neutral or dissatisfied,6/5/2024
10040,100150,Female,disloyal Customer,22,Business travel,Eco,725,4,4,4,4,5,4,5,5,1,5,4,4,3,5,0,0.0,neutral or dissatisfied,11/19/2026
10041,120716,Male,Loyal Customer,40,Business travel,Business,90,2,2,2,2,3,5,4,5,5,5,4,4,5,5,0,0.0,satisfied,4/24/2025
10042,129002,Male,Loyal Customer,26,Business travel,Business,2611,2,2,2,2,4,5,5,3,4,3,4,5,5,5,0,0.0,satisfied,10/3/2024
10043,72253,Female,Loyal Customer,54,Business travel,Business,2592,5,5,5,5,5,4,5,5,5,5,5,3,5,3,8,6.0,satisfied,6/22/2025
10044,24078,Male,Loyal Customer,42,Personal Travel,Eco,866,3,2,3,4,5,3,3,5,3,4,4,1,4,5,0,0.0,neutral or dissatisfied,5/25/2024
10045,33345,Female,Loyal Customer,57,Business travel,Business,2614,1,1,1,1,4,5,3,5,5,5,5,5,5,1,0,0.0,satisfied,5/6/2026
10046,70459,Male,Loyal Customer,60,Business travel,Business,3858,3,3,4,3,2,5,5,4,4,4,4,4,4,3,0,0.0,satisfied,11/24/2025
