,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Flight Date
10315,34119,Female,Loyal Customer,18,Business travel,Eco,1046,0,3,0,4,4,0,5,4,4,5,5,4,1,4,0,0.0,satisfied,2025-12-09
10316,49477,Female,Loyal Customer,31,Business travel,Eco,110,0,0,0,1,2,0,2,2,2,1,4,4,4,2,0,7.0,satisfied,2024-09-28
10317,125246,Female,disloyal Customer,23,Business travel,Eco,427,4,0,4,4,3,4,5,3,5,4,4,4,4,3,0,5.0,satisfied,2024-07-29
10318,36572,Male,Loyal Customer,55,Business travel,Eco,1121,5,1,1,1,5,5,5,5,1,4,4,4,5,5,105,95.0,satisfied,2023-06-08
10319,43303,Female,Loyal Customer,38,Business travel,Eco,358,5,3,3,3,5,5,5,5,3,3,4,4,1,5,0,0.0,satisfied,2023-01-24
10320,14237,Male,Loyal Customer,76,Business travel,Business,890,3,3,3,3,4,5,3,5,5,4,5,5,5,3,0,0.0,satisfied,2025-04-02
10321,12754,Female,Loyal Customer,9,Personal Travel,Eco,721,4,4,4,2,1,4,2,1,5,5,2,5,3,1,0,0.0,neutral or dissatisfied,2023-07-16
10322,110440,Female,Loyal Customer,59,Personal Travel,Eco,787,4,4,4,3,5,5,4,5,5,4,5,5,5,5,11,0.0,satisfied,2024-10-29
10323,83585,Male,Loyal Customer,33,Personal Travel,Eco,936,2,3,2,3,5,2,1,5,2,2,3,4,2,5,1,25.0,neutral or dissatisfied,2024-10-11
10324,33736,Female,Loyal Customer,68,Personal Travel,Eco,667,0,4,0,2,5,5,4,2,2,0,3,3,2,3,0,0.0,satisfied,2024-09-10
10325,79469,Male,Loyal Customer,68,Personal Travel,Eco,1183,1,5,1,1,3,1,3,3,5,4,4,3,5,3,37,80.0,neutral or dissatisfied,2024-04-04
10326,113117,Male,Loyal Customer,9,Personal Travel,Eco,569,3,4,3,1,4,3,4,4,3,2,4,5,5,4,0,0.0,neutral or dissatisfied,2023-06-12
10327,76580,Male,Loyal Customer,36,Business travel,Eco,547,2,3,3,3,2,2,2,2,3,4,4,1,4,2,1,0.0,neutral or dissatisfied,2023-08-29
10328,67439,Female,Loyal Customer,36,Business travel,Eco,241,2,1,1,1,2,3,2,2,1,4,3,1,3,2,31,15.0,neutral or dissatisfied,2023-10-12
10329,104522,Female,Loyal Customer,37,Business travel,Business,3144,1,1,1,1,5,5,4,4,4,4,4,3,4,3,0,0.0,satisfied,2025-08-17
10330,115087,Female,Loyal Customer,39,Business travel,Business,2158,3,3,3,3,5,5,4,5,5,5,5,5,5,3,0,0.0,satisfied,2023-03-15
10331,127513,Male,Loyal Customer,44,Business travel,Business,1814,4,4,3,4,4,5,5,4,4,5,4,4,4,4,0,0.0,satisfied,2024-11-02
10332,10431,Male,Loyal Customer,48,Business travel,Business,316,3,3,3,3,3,5,5,4,4,4,4,4,4,4,0,0.0,satisfied,2025-08-19
10333,25956,Female,Loyal Customer,23,Business travel,Eco,946,5,4,4,4,5,5,3,5,1,2,1,3,4,5,30,25.0,satisfied,2024-03-21
10334,19136,Female,disloyal Customer,58,Business travel,Eco Plus,265,2,3,3,3,3,2,3,3,4,5,2,4,3,3,0,3.0,neutral or dissatisfied,2023-06-25
10335,107238,Male,Loyal Customer,25,Business travel,Business,283,0,0,0,1,3,3,3,3,5,3,4,5,5,3,16,22.0,satisfied,2025-03-30
10336,99549,Male,disloyal Customer,21,Business travel,Business,802,4,4,4,3,3,4,3,3,4,2,4,5,4,3,122,105.0,satisfied,2024-05-31
10337,96310,Female,Loyal Customer,43,Business travel,Business,2290,3,3,3,3,5,4,5,4,4,4,4,3,4,3,0,0.0,satisfied,2025-04-25
10338,20738,Female,Loyal Customer,40,Business travel,Eco,363,5,2,2,2,5,5,5,5,3,5,4,4,5,5,0,0.0,satisfied,2025-07-28
10339,19624,Female,Loyal Customer,56,Business travel,Business,1669,0,0,0,4,3,5,5,3,3,3,3,3,3,4,82,78.0,satisfied,2025-09-29
10340,110822,Female,Loyal Customer,42,Personal Travel,Eco,997,2,4,2,3,4,4,4,4,4,2,4,4,4,4,4,19.0,neutral or dissatisfied,2023-04-27
10341,129324,Female,Loyal Customer,68,Business travel,Eco,2475,1,4,2,4,5,4,4,1,1,1,1,1,1,2,0,0.0,neutral or dissatisfied,2023-10-17
10342,116819,Male,disloyal Customer,21,Business travel,Business,370,0,0,0,1,5,0,5,5,3,4,5,5,4,5,1,0.0,satisfied,2025-06-29
10343,60577,Female,disloyal Customer,38,Business travel,Eco,1290,2,2,2,2,4,2,4,4,3,1,2,4,2,4,1,0.0,neutral or dissatisfied,2023-02-05
10344,3066,Male,Loyal Customer,37,Personal Travel,Business,594,2,3,3,3,2,3,4,5,5,3,5,1,5,1,0,11.0,neutral or dissatisfied,2023-06-22
10345,36394,Female,Loyal Customer,47,Business travel,Business,2381,1,2,2,2,2,2,4,1,1,1,1,1,1,1,0,0.0,neutral or dissatisfied,2024-10-09
10346,78078,Female,Loyal Customer,46,Business travel,Business,1574,2,2,2,2,3,4,4,4,4,4,5,4,4,5,30,38.0,satisfied,2025-02-15
10347,50299,Female,disloyal Customer,22,Business travel,Business,134,1,4,1,3,1,1,1,1,2,2,4,4,4,1,0,5.0,neutral or dissatisfied,2023-05-14
10348,81800,Male,Loyal Customer,57,Business travel,Business,1310,2,2,2,2,4,5,4,4,4,4,4,4,4,4,0,0.0,satisfied,2024-04-14
10349,16493,Male,Loyal Customer,36,Business travel,Business,2162,3,5,4,5,3,3,4,1,1,1,3,1,1,3,14,1.0,neutral or dissatisfied,2023-09-29
10350,95048,Female,Loyal Customer,47,Personal Travel,Eco,239,2,5,2,4,1,2,5,5,5,2,3,5,5,3,0,4.0,neutral or dissatisfied,2025-10-22
10351,93697,Male,Loyal Customer,8,Personal Travel,Eco,1452,4,4,4,4,4,4,4,4,1,3,4,3,4,4,0,0.0,neutral or dissatisfied,2024-07-11
10352,87717,Male,Loyal Customer,41,Business travel,Business,1523,1,1,1,1,3,4,4,5,5,5,5,3,5,3,0,0.0,satisfied,2025-06-28
10353,21300,Female,Loyal Customer,70,Personal Travel,Eco,526,2,4,2,1,3,4,5,5,5,2,5,3,5,4,9,0.0,neutral or dissatisfied,2025-04-06
10354,111247,Male,disloyal Customer,28,Business travel,Business,1849,1,1,1,3,2,1,2,2,4,3,3,5,4,2,13,9.0,neutral or dissatisfied,2024-02-18
10355,23920,Female,Loyal Customer,68,Personal Travel,Eco,579,2,1,2,3,4,4,3,5,5,2,5,3,5,1,0,0.0,neutral or dissatisfied,2023-07-07
10356,14002,Female,Loyal Customer,25,Personal Travel,Eco,160,3,5,3,2,1,3,1,1,5,4,5,4,4,1,0,6.0,neutral or dissatisfied,2023-08-10
10357,29227,Female,Loyal Customer,58,Business travel,Eco,550,5,2,2,2,3,5,1,5,5,5,5,2,5,2,0,0.0,satisfied,2024-04-09
10358,78212,Female,Loyal Customer,43,Personal Travel,Eco,259,3,1,3,3,4,3,2,3,3,3,3,4,3,1,5,4.0,neutral or dissatisfied,2025-11-30
10359,99926,Female,Loyal Customer,35,Business travel,Business,764,4,4,4,4,5,5,4,2,2,2,2,3,2,3,0,27.0,satisfied,2023-06-09
10360,124631,Male,Loyal Customer,46,Personal Travel,Eco,1671,1,5,1,3,2,1,2,2,5,4,2,4,3,2,0,0.0,neutral or dissatisfied,2024-04-07
10361,88370,Male,Loyal Customer,50,Business travel,Business,2179,1,1,1,1,5,4,4,3,3,3,3,3,3,3,0,0.0,satisfied,2024-09-02
10362,97892,Male,Loyal Customer,31,Business travel,Business,612,5,5,5,5,3,3,3,3,4,3,5,4,5,3,0,0.0,satisfied,2024-10-28
10363,29182,Female,disloyal Customer,23,Business travel,Eco Plus,697,4,0,4,4,2,4,4,2,2,5,1,5,5,2,0,0.0,satisfied,2024-04-15
10364,85647,Female,Loyal Customer,35,Business travel,Eco Plus,259,1,4,3,4,1,1,1,1,4,3,3,4,3,1,9,8.0,neutral or dissatisfied,2025-10-29
10365,82785,Male,disloyal Customer,57,Business travel,Business,231,1,1,1,3,3,1,3,3,2,3,3,3,3,3,37,31.0,neutral or dissatisfied,2025-10-21
10366,35375,Male,Loyal Customer,38,Business travel,Business,2762,2,3,3,3,4,3,4,2,2,2,2,1,2,2,16,25.0,neutral or dissatisfied,2023-09-19
10367,54503,Female,disloyal Customer,52,Business travel,Eco,802,2,2,2,3,5,2,5,5,3,1,5,3,1,5,0,0.0,neutral or dissatisfied,2025-04-13
10368,84154,Male,Loyal Customer,20,Personal Travel,Eco,1355,3,4,3,4,1,3,1,1,2,3,3,4,3,1,57,45.0,neutral or dissatisfied,2024-12-27
10369,32559,Female,Loyal Customer,43,Business travel,Eco,102,4,1,4,1,5,2,3,4,4,4,4,1,4,5,2,1.0,satisfied,2024-07-08
10370,113609,Male,Loyal Customer,57,Personal Travel,Eco,236,2,5,2,3,3,2,1,3,1,2,2,2,4,3,1,0.0,neutral or dissatisfied,2024-12-16
10371,39043,Male,Loyal Customer,57,Personal Travel,Eco,391,3,5,3,4,5,3,1,5,5,5,5,3,4,5,0,0.0,neutral or dissatisfied,2023-08-04
10372,115175,Male,Loyal Customer,58,Business travel,Business,2814,3,3,3,3,2,5,5,5,5,5,5,3,5,5,0,0.0,satisfied,2024-05-01
10373,37815,Female,Loyal Customer,45,Personal Travel,Eco Plus,1053,2,4,2,3,4,5,5,3,3,2,3,5,3,5,0,0.0,neutral or dissatisfied,2024-05-14
10374,1807,Male,Loyal Customer,55,Business travel,Business,2113,4,4,4,4,4,3,2,4,4,4,4,1,4,3,0,3.0,neutral or dissatisfied,2025-04-18
10375,105244,Male,Loyal Customer,37,Business travel,Eco Plus,377,3,4,4,4,3,3,3,3,4,1,4,1,4,3,32,13.0,neutral or dissatisfied,2023-10-10
10376,18845,Male,Loyal Customer,51,Business travel,Business,1945,1,1,1,1,4,3,2,3,3,3,3,5,3,3,0,0.0,satisfied,2023-06-13
10377,31177,Female,Loyal Customer,49,Business travel,Business,1620,5,5,5,5,4,3,2,4,4,4,4,3,4,3,0,24.0,satisfied,2024-12-21
10378,119224,Female,Loyal Customer,7,Personal Travel,Eco,331,4,3,4,3,2,4,2,2,3,5,3,1,2,2,0,0.0,neutral or dissatisfied,2025-08-06
10379,77942,Male,Loyal Customer,50,Business travel,Business,1947,3,3,3,3,4,5,5,4,4,4,4,4,4,4,0,0.0,satisfied,2025-10-02
10380,112956,Female,Loyal Customer,65,Personal Travel,Eco,1390,3,3,3,3,3,4,4,1,1,3,1,2,1,4,0,0.0,neutral or dissatisfied,2025-10-03
10381,104663,Female,Loyal Customer,31,Business travel,Business,641,5,5,5,5,4,5,4,4,3,2,5,5,5,4,2,1.0,satisfied,2023-01-05
10382,25964,Female,disloyal Customer,40,Business travel,Business,546,2,2,2,1,2,2,2,2,4,1,2,5,2,2,0,10.0,neutral or dissatisfied,2023-04-17
10383,20417,Male,Loyal Customer,47,Business travel,Business,2095,1,1,1,1,5,3,3,1,1,1,1,4,1,4,5,0.0,neutral or dissatisfied,2023-01-26
10384,122343,Male,Loyal Customer,50,Business travel,Business,3189,2,2,2,2,2,4,5,5,5,5,5,3,5,3,59,34.0,satisfied,2023-02-21
10385,43489,Male,disloyal Customer,36,Business travel,Business,279,2,2,2,3,2,2,2,2,2,5,3,1,4,2,0,0.0,neutral or dissatisfied,2025-06-07
10386,108340,Male,Loyal Customer,33,Business travel,Business,1838,4,4,4,4,3,3,3,3,4,2,5,3,5,3,11,0.0,satisfied,2025-07-13
10387,67924,Male,Loyal Customer,26,Personal Travel,Eco,1235,3,4,4,2,5,4,1,5,4,2,5,3,5,5,0,12.0,neutral or dissatisfied,2025-07-28
10388,82611,Female,Loyal Customer,16,Business travel,Business,528,4,4,4,4,4,4,4,4,1,3,4,2,4,4,1,0.0,satisfied,2025-09-21
10389,52176,Male,disloyal Customer,38,Business travel,Eco,237,1,3,1,4,2,1,2,2,5,5,5,2,2,2,0,0.0,neutral or dissatisfied,2025-05-13
10390,47680,Male,Loyal Customer,68,Personal Travel,Eco,1464,4,4,3,3,1,3,1,1,3,2,5,3,4,1,0,0.0,neutral or dissatisfied,2025-10-20
10391,16747,Male,Loyal Customer,35,Business travel,Business,569,3,3,3,3,1,2,3,4,4,4,4,5,4,4,90,94.0,satisfied,2025-07-06
10392,80488,Male,Loyal Customer,18,Personal Travel,Eco Plus,1299,2,2,2,4,5,2,3,5,2,4,4,2,4,5,1,0.0,neutral or dissatisfied,2025-12-05
10393,3498,Female,Loyal Customer,14,Personal Travel,Eco,990,3,5,3,4,3,3,3,3,3,4,5,4,4,3,8,7.0,neutral or dissatisfied,2023-10-02
10394,81606,Male,disloyal Customer,16,Business travel,Eco,334,3,4,3,4,3,3,2,3,1,4,4,3,3,3,0,0.0,neutral or dissatisfied,2025-10-09
10395,121246,Male,Loyal Customer,30,Business travel,Business,2075,2,2,2,2,2,2,2,2,2,3,3,2,2,2,161,124.0,neutral or dissatisfied,2023-08-18
10396,63621,Female,Loyal Customer,49,Personal Travel,Eco,1440,1,5,1,1,5,4,5,3,3,1,3,4,3,4,0,0.0,neutral or dissatisfied,2023-06-07
10397,117518,Female,Loyal Customer,42,Business travel,Business,872,1,1,1,1,5,4,4,4,4,4,4,4,4,5,0,0.0,satisfied,2024-08-27
10398,112819,Female,disloyal Customer,44,Business travel,Business,1164,4,4,4,5,3,4,3,3,3,2,5,5,5,3,10,0.0,neutral or dissatisfied,2023-03-16
10399,104970,Male,Loyal Customer,41,Business travel,Business,3019,3,3,3,3,5,5,5,4,4,4,4,4,4,3,23,9.0,satisfied,2025-11-26
10400,70129,Male,Loyal Customer,36,Business travel,Business,1886,3,2,4,2,4,3,3,3,3,3,3,3,3,3,0,0.0,neutral or dissatisfied,2024-06-29
10401,93895,Female,Loyal Customer,43,Personal Travel,Eco,590,1,4,1,4,3,3,3,2,2,1,2,3,2,4,0,0.0,neutral or dissatisfied,2025-05-26
10402,15497,Male,Loyal Customer,51,Personal Travel,Eco,164,5,4,5,3,1,5,1,1,3,2,5,5,5,1,0,11.0,satisfied,2025-02-23
10403,8021,Female,Loyal Customer,34,Business travel,Business,2487,1,1,1,1,3,4,4,5,5,5,5,3,5,3,0,0.0,satisfied,2023-10-08
10404,108241,Female,Loyal Customer,56,Business travel,Business,1682,1,1,4,1,5,5,5,5,5,5,5,4,5,5,10,5.0,satisfied,2025-05-20
10405,105943,Female,Loyal Customer,42,Personal Travel,Eco Plus,1491,2,1,2,1,1,2,1,2,2,2,2,3,2,3,6,0.0,neutral or dissatisfied,2025-06-09
10406,66096,Male,Loyal Customer,69,Personal Travel,Eco Plus,1055,2,5,2,3,2,2,2,2,4,5,5,3,5,2,0,0.0,neutral or dissatisfied,2025-03-19
10407,95843,Male,Loyal Customer,56,Business travel,Business,759,3,3,3,3,3,4,4,4,4,4,4,4,4,3,10,0.0,satisfied,2025-10-29
10408,129281,Male,disloyal Customer,33,Business travel,Business,550,2,2,2,2,3,2,3,3,4,5,4,3,4,3,0,8.0,neutral or dissatisfied,2023-05-13
10409,47301,Male,Loyal Customer,34,Business travel,Business,1512,4,4,4,4,4,3,3,5,5,5,5,2,5,2,0,0.0,satisfied,2023-04-07
10410,96927,Male,Loyal Customer,50,Business travel,Business,2937,1,1,5,1,5,5,4,4,4,4,4,4,4,4,0,0.0,satisfied,2023-09-02
10411,116699,Female,disloyal Customer,20,Business travel,Eco Plus,337,2,1,2,3,2,2,2,2,1,2,2,1,2,2,14,32.0,neutral or dissatisfied,2025-11-20
10412,78034,Female,Loyal Customer,70,Personal Travel,Eco,332,2,5,2,3,3,5,4,4,4,2,4,5,4,4,0,0.0,neutral or dissatisfied,2023-01-27
10413,28862,Male,Loyal Customer,53,Business travel,Eco,956,4,4,3,4,4,4,4,4,4,2,1,1,2,4,0,0.0,satisfied,2023-12-17
10414,59197,Female,Loyal Customer,42,Business travel,Business,1440,5,5,5,5,2,5,4,5,5,4,5,4,5,5,7,0.0,satisfied,2024-07-04
10415,29381,Female,Loyal Customer,26,Business travel,Business,2355,5,5,5,5,4,4,4,4,1,4,3,4,4,4,0,0.0,satisfied,2024-04-28
10416,77345,Female,Loyal Customer,53,Business travel,Business,588,1,1,5,1,4,5,5,2,2,2,2,4,2,5,0,0.0,satisfied,2023-12-22
10417,5634,Female,Loyal Customer,35,Personal Travel,Eco Plus,685,3,3,3,4,5,3,4,5,3,4,3,2,3,5,0,10.0,neutral or dissatisfied,2024-02-11
10418,30849,Male,Loyal Customer,25,Business travel,Business,973,1,1,1,1,3,4,3,3,5,4,2,3,2,3,12,0.0,satisfied,2023-09-14
10419,32159,Female,Loyal Customer,36,Business travel,Business,2198,5,5,5,5,1,2,4,4,4,4,5,4,4,5,3,3.0,satisfied,2023-08-10
10420,77003,Female,Loyal Customer,54,Business travel,Eco,368,2,5,5,5,1,4,4,2,2,2,2,2,2,3,0,0.0,neutral or dissatisfied,2024-01-24
10421,48473,Male,Loyal Customer,45,Business travel,Business,3439,1,4,4,4,3,3,4,1,1,1,1,4,1,2,3,2.0,neutral or dissatisfied,2023-08-13
10422,58957,Male,Loyal Customer,46,Business travel,Business,1723,4,4,4,4,5,3,5,4,4,4,4,5,4,4,0,0.0,satisfied,2025-08-15
10423,18633,Female,Loyal Customer,48,Personal Travel,Eco,190,3,5,0,1,3,4,4,1,1,0,1,3,1,4,0,6.0,neutral or dissatisfied,2024-06-26
10424,78925,Male,Loyal Customer,43,Business travel,Business,3587,4,4,4,4,4,4,5,4,4,4,4,3,4,4,2,2.0,satisfied,2025-10-23
10425,584,Male,disloyal Customer,25,Business travel,Business,282,1,1,1,3,2,1,2,2,3,1,4,1,4,2,0,1.0,neutral or dissatisfied,2024-02-08
10426,28683,Female,Loyal Customer,48,Personal Travel,Eco,2777,4,3,4,4,4,4,3,3,3,4,3,3,3,2,0,0.0,satisfied,2025-03-08
10427,118946,Female,Loyal Customer,46,Business travel,Business,3388,4,4,4,4,4,4,5,4,4,4,4,3,4,4,129,117.0,satisfied,2024-11-06
10428,51238,Male,Loyal Customer,47,Business travel,Eco Plus,209,3,5,5,5,3,3,3,3,1,1,1,3,2,3,34,20.0,satisfied,2024-03-09
10429,93759,Female,disloyal Customer,20,Business travel,Eco,368,1,2,1,3,2,1,2,2,4,4,3,4,4,2,16,6.0,neutral or dissatisfied,2024-06-08
10430,92489,Male,Loyal Customer,28,Business travel,Business,2139,2,1,3,1,2,2,2,2,1,3,3,4,4,2,11,28.0,neutral or dissatisfied,2024-04-06
10431,99282,Male,Loyal Customer,44,Business travel,Eco,935,3,4,1,4,3,3,3,3,2,4,4,4,4,3,0,1.0,neutral or dissatisfied,2024-02-02
10432,31192,Male,Loyal Customer,47,Business travel,Business,1864,1,1,1,1,3,4,3,4,4,4,4,4,4,3,0,5.0,satisfied,2023-02-19
10433,113153,Male,disloyal Customer,24,Business travel,Eco,677,1,1,1,4,4,1,4,4,5,2,4,3,5,4,7,0.0,neutral or dissatisfied,2023-12-04
10434,94204,Male,Loyal Customer,56,Business travel,Business,2100,0,5,0,4,4,5,5,4,4,4,4,5,4,3,3,0.0,satisfied,2024-09-28
10435,100842,Male,Loyal Customer,63,Business travel,Business,3570,1,4,4,4,5,3,3,1,1,1,1,1,1,1,121,94.0,neutral or dissatisfied,2023-02-02
10436,55943,Male,Loyal Customer,54,Business travel,Business,1620,5,5,5,5,2,4,5,3,3,3,3,5,3,4,0,0.0,satisfied,2023-04-13
10437,88580,Male,Loyal Customer,29,Personal Travel,Eco,223,2,5,2,5,1,2,1,1,3,3,5,4,4,1,26,31.0,neutral or dissatisfied,2024-10-03
10438,64608,Female,disloyal Customer,54,Business travel,Business,190,4,5,5,4,4,4,4,4,5,3,5,5,4,4,0,0.0,satisfied,2024-12-05
10439,88369,Male,disloyal Customer,58,Business travel,Eco,442,1,1,1,4,4,1,4,4,2,5,4,1,4,4,44,43.0,neutral or dissatisfied,2025-07-11
10440,74489,Female,Loyal Customer,40,Business travel,Business,1235,3,3,3,3,5,4,5,5,5,5,5,4,5,4,0,2.0,satisfied,2024-06-03
10441,108855,Female,disloyal Customer,25,Business travel,Business,2139,3,5,3,4,3,3,3,3,4,2,5,5,4,3,11,0.0,neutral or dissatisfied,2023-05-22
10442,66542,Male,Loyal Customer,60,Business travel,Business,2165,0,0,0,2,4,4,4,5,5,5,5,4,5,4,0,0.0,satisfied,2024-05-04
10443,102522,Female,Loyal Customer,14,Personal Travel,Eco,236,2,5,2,5,4,2,4,4,3,2,4,3,4,4,0,0.0,neutral or dissatisfied,2023-05-18
10444,116166,Male,Loyal Customer,21,Personal Travel,Eco,390,2,4,2,2,3,2,3,3,3,5,5,3,4,3,44,42.0,neutral or dissatisfied,2023-02-21
10445,81179,Male,Loyal Customer,39,Business travel,Business,726,2,2,2,2,3,4,5,5,5,5,5,4,5,4,0,0.0,satisfied,2024-03-09
10446,117503,Female,Loyal Customer,69,Personal Travel,Eco,507,2,4,2,2,4,5,5,4,4,2,1,4,4,5,0,0.0,neutral or dissatisfied,2024-10-27
10447,80515,Female,Loyal Customer,64,Personal Travel,Eco,1749,3,4,3,4,3,2,2,4,1,3,4,2,3,2,182,197.0,neutral or dissatisfied,2025-05-25
10448,64841,Male,Loyal Customer,58,Business travel,Business,1505,2,2,2,2,3,4,4,5,5,5,5,4,5,4,16,15.0,satisfied,2023-01-10
10449,78590,Male,Loyal Customer,39,Business travel,Business,2081,1,1,1,1,4,4,5,4,4,4,4,4,4,3,0,0.0,satisfied,2023-02-23
10450,615,Female,Loyal Customer,39,Business travel,Business,2145,0,4,0,2,4,5,5,2,2,2,2,5,2,5,0,0.0,satisfied,2024-11-28
10451,112434,Male,disloyal Customer,20,Business travel,Eco,853,2,2,2,3,3,2,3,3,5,5,4,5,4,3,0,0.0,neutral or dissatisfied,2024-09-05
10452,127000,Male,disloyal Customer,17,Business travel,Business,338,0,2,0,5,5,0,5,5,3,2,5,3,5,5,0,0.0,satisfied,2023-05-01
10453,33150,Female,Loyal Customer,49,Personal Travel,Eco,101,4,2,4,4,5,4,4,1,1,4,1,4,1,4,0,0.0,satisfied,2023-11-13
10454,102594,Female,disloyal Customer,42,Business travel,Eco Plus,223,1,1,1,1,3,1,3,3,5,5,1,5,4,3,32,21.0,neutral or dissatisfied,2025-10-31
10455,112672,Female,Loyal Customer,41,Business travel,Business,605,3,3,3,3,2,5,5,4,4,5,4,3,4,5,11,0.0,satisfied,2025-06-08
10456,79271,Female,disloyal Customer,27,Business travel,Business,1101,0,0,0,4,0,1,1,3,3,4,5,1,4,1,0,2.0,satisfied,2024-06-04
10457,22234,Female,Loyal Customer,27,Business travel,Business,3076,4,4,4,4,5,5,5,5,5,2,5,3,5,5,68,67.0,satisfied,2024-07-06
10458,80654,Female,disloyal Customer,29,Business travel,Business,821,5,5,5,4,5,5,5,5,4,3,5,5,4,5,0,0.0,satisfied,2025-06-25
10459,28251,Female,Loyal Customer,54,Business travel,Eco,1542,4,3,3,3,2,1,2,4,4,4,4,1,4,1,14,45.0,satisfied,2025-02-20
10460,97572,Male,disloyal Customer,23,Business travel,Eco,448,3,4,3,4,2,3,2,2,4,1,3,1,4,2,78,70.0,neutral or dissatisfied,2024-08-19
10461,66075,Male,Loyal Customer,37,Personal Travel,Eco,1055,1,5,1,4,1,1,1,1,3,2,5,3,4,1,21,21.0,neutral or dissatisfied,2025-03-26
10462,57381,Male,Loyal Customer,43,Personal Travel,Eco Plus,414,4,3,4,2,5,4,5,5,1,4,5,5,4,5,0,0.0,neutral or dissatisfied,2023-07-26
10463,87757,Male,disloyal Customer,21,Business travel,Eco,214,4,0,4,2,5,4,5,5,4,3,5,5,4,5,2,8.0,satisfied,2024-10-29
10464,69213,Male,Loyal Customer,51,Business travel,Business,733,1,1,1,1,5,5,5,5,5,5,5,4,5,5,7,0.0,satisfied,2025-05-11
10465,51551,Male,Loyal Customer,24,Business travel,Eco,651,5,4,4,4,5,5,4,5,5,4,2,5,4,5,40,23.0,satisfied,2025-09-10
10466,99216,Female,Loyal Customer,28,Business travel,Business,495,1,1,1,1,5,4,5,5,5,5,4,4,5,5,5,4.0,satisfied,2023-10-02
10467,25865,Female,disloyal Customer,44,Business travel,Eco Plus,692,1,1,1,4,2,1,2,2,5,2,4,1,4,2,8,0.0,neutral or dissatisfied,2024-12-06
10468,102890,Female,disloyal Customer,29,Business travel,Business,1037,4,4,4,3,1,4,1,1,4,5,4,4,4,1,0,0.0,satisfied,2025-12-18
10469,67473,Female,Loyal Customer,38,Personal Travel,Eco,592,3,2,3,3,4,3,4,4,4,4,4,2,3,4,0,0.0,neutral or dissatisfied,2023-03-29
10470,85567,Female,Loyal Customer,30,Business travel,Business,3560,0,0,0,4,3,3,3,3,3,5,4,4,4,3,1,0.0,satisfied,2023-12-17
10471,8185,Female,disloyal Customer,58,Business travel,Eco,402,3,1,3,2,4,3,4,4,3,2,2,1,3,4,0,0.0,neutral or dissatisfied,2023-12-22
10472,5974,Female,Loyal Customer,35,Personal Travel,Business,1041,3,5,3,3,2,5,4,2,2,3,2,5,2,5,22,11.0,neutral or dissatisfied,2024-11-02
10473,98206,Female,Loyal Customer,39,Personal Travel,Eco,327,4,0,4,3,5,4,5,5,3,4,5,5,5,5,0,20.0,neutral or dissatisfied,2023-12-08
10474,16903,Female,Loyal Customer,40,Personal Travel,Eco,746,2,4,2,4,5,2,5,5,4,5,4,4,4,5,14,54.0,neutral or dissatisfied,2025-11-08
10475,12729,Male,Loyal Customer,40,Personal Travel,Eco,721,5,1,5,3,3,5,3,3,4,2,4,2,4,3,8,0.0,satisfied,2025-01-24
10476,104222,Female,Loyal Customer,48,Business travel,Eco,680,3,1,1,1,1,4,4,3,3,3,3,1,3,2,37,12.0,neutral or dissatisfied,2025-01-06
10477,32408,Female,Loyal Customer,46,Business travel,Eco,163,5,3,3,3,2,3,4,5,5,5,5,4,5,1,0,0.0,satisfied,2023-04-30
10478,51093,Male,Loyal Customer,12,Personal Travel,Eco,86,2,2,2,4,2,2,2,2,3,1,3,4,4,2,0,0.0,neutral or dissatisfied,2025-06-06
10479,71816,Female,Loyal Customer,28,Business travel,Business,1723,2,2,2,2,5,5,5,5,5,5,3,3,5,5,0,0.0,satisfied,2024-05-25
10480,125047,Male,Loyal Customer,44,Personal Travel,Eco,2300,3,4,3,1,1,3,1,1,5,2,4,5,5,1,4,0.0,neutral or dissatisfied,2025-01-25
10481,47273,Female,Loyal Customer,44,Business travel,Eco,574,5,5,5,5,5,5,4,5,5,5,5,3,5,2,0,0.0,satisfied,2024-07-12
10482,117632,Female,Loyal Customer,12,Personal Travel,Eco,843,3,1,3,3,4,3,4,4,4,3,4,2,3,4,1,0.0,neutral or dissatisfied,2024-10-18
10483,41921,Female,disloyal Customer,36,Business travel,Eco,129,3,3,3,3,3,3,3,3,2,2,2,3,4,3,0,3.0,neutral or dissatisfied,2025-08-07
10484,123870,Male,Loyal Customer,40,Business travel,Business,2212,2,5,5,5,4,2,3,2,2,2,2,1,2,4,0,8.0,neutral or dissatisfied,2023-07-09
10485,127043,Female,disloyal Customer,28,Business travel,Eco,646,3,3,3,3,3,3,5,3,4,2,4,3,4,3,0,0.0,neutral or dissatisfied,2025-04-28
10486,19647,Male,Loyal Customer,50,Personal Travel,Eco Plus,642,4,3,5,2,4,5,4,4,4,1,1,1,5,4,0,0.0,neutral or dissatisfied,2023-06-30
10487,94863,Male,Loyal Customer,33,Business travel,Business,441,1,5,1,1,4,4,4,4,3,4,5,4,5,4,0,2.0,satisfied,2023-03-31
